Model,Status,Additional_Description,Description,Location_ID,Price,Current can sell Qty,Confirmed,Estimated?,Product Origin Code,Weight,CBF,Master Pack,Catalog_Page
1240BRW-1,DS,,"WING CHAIR, BROWN ALL LEATHER",HMLG,,0,,,O,0,29.3,1,
1240BRW-1GD,DS,,"WING CHAIR, BURGUNDY ALL LTHR",HMLG,,0,,,O,0,29.3,1,
1240DTR-1,DS,,"WING CHAIR, DISTRESSED ALL LTHR",HMLG,,0,,,O,0,29.3,1,
1240DTR-1GD,DS,,"WING CHAIR, DISTRESSED ALL LTHR",HMLG,,0,,,O,0,29.3,1,
1242-1,IN,,"ACCENT CHAIR, PETAL PATTERN ARMS",HMLG,199.00(Unit Price),76,,,CJFD,49.5,20.6,1,S-196
1244BGD,DS,,"CKTL OTTOMAN/BENCH,BGD ALL LTHR",HMLG,,0,,,O,0,17.7,1,
1245F1S,DS,,"WING CHAIR, PLAID PATTERN FABRIC",HMLG,,0,,,CGHP,0,17.8,1,
1245F2S,IN,TBDS,"WING CHAIR, LINEN-LIKE FABRIC",HMLG,129.00(Promotional Price),29,,,CGHP,55,16.5,1,XS-193
1249F1S,IN,TBDS,"ACCENT CHAIR, SET-UP, SOLD AS 2PC SET ONLY",HMLG,119.00(Unit Price),41,,,CGHZ,24.2,8.28,2,XS-204
1255F1S,IN,,"ACCENT CHAIR, K/D, SOLD AS 2PC SET ONLY",HMLG,80.00(Unit Price),2433,,,CGHZ,18.15,3.66,2,S-212
1257F1S,DS,,"ARM CHAIR, 1 PILLOW",HMLG,289.00(Unit Price),0,,,CGYB,61.6,27.2,1,XS-192
1260F1S,IN,TBDS,"ACCENT CHAIR, GREY FABRIC",HMLG,169.00(Unit Price),20,,,CPWL,44,16.9,1,XS-194
1260F2S,IN,TBDS,"ACCENT CHAIR, LIGHT BLUE FABRIC",HMLG,169.00(Unit Price),16,,,CPWL,44,16.9,1,XS-194
1266F1S,IN,,"ACCENT CHAIR, NATURAL 5% LINEN",HMLG,179.00(Unit Price),124,,50 06/06/2018,CPWL,55,21.5,1,S-211
1267GY,IN,TBDS,"SWIVEL CHAIR W/ OTTOMAN,GREY FBRC",HMLG,139.00(Unit Price),36,,,CGDT,62.92,14.06,1,S-195
1268F1S,DS,,"ACCENT CHAIR, LT GREY FABRIC",HMLG,129.00(Unit Price),0,,,CGYQ,0,13.2,1,
1269BK,DS,,BLACK ACCENT CHAIR W/ NAILHEAD,HMLG,59.00(Unit Price),0,,,CGYQ,0,5.03,1,
1270F1S,IN,TBDS,"ACCENT CHAIR, GREY FABRIC",HMLG,129.00(Promotional Price),45,,,CGHZ,47.3,17.4,1,XS-190
1270F2S,IN,TBDS,"ACCENT CHAIR, ORANGE FABRIC",HMLG,129.00(Promotional Price),60,,,CGHZ,47.3,17.4,1,XS-190
1270F3S,IN,TBDS,"ACCENT CHAIR, BLUE FABRIC",HMLG,129.00(Promotional Price),54,,,CGHZ,47.3,17.4,1,XS-190
1277F1S,IN,TBDS,"ACCENT CHAIR, BLUE/WHT FABRIC， 3A",HMLG,119.00(Unit Price),14,,,CGZN,51.7,14,1,S-207
1277F2S,IN,TBDS,"ACCENT CHAIR, GREY/WHT FABRIC, 3A",HMLG,119.00(Unit Price),23,,,CGZN,51.7,14,1,S-207
1278F1S,DS,,ACCENT CHAIR,HMLG,149.00(Unit Price),0,,,CPWL,0,16.5,1,
1279F1S,DS,,ACCENT CHAIR,HMLG,109.00(Unit Price),0,,,CGHX,0,13.09,1,
1279F2S,IN,,"ACCENT CHAIR, DARK GREY FABRIC",HMLG,109.00(Unit Price),84,,,CGHX,46.2,12.72,1,S-207
1279F3S,IN,,"ACCENT CHAIR, BEIGE FABRIC",HMLG,109.00(Unit Price),57,,,CGHX,46.2,12.72,1,S-207
1280BE,DS,,"ACCENT CHAIR, BEIGE FABRIC",HMLG,119.00(Unit Price),0,,,CGHX,39.6,12.05,1,XS-197
1280BL,DS,,"ACCENT CHAIR, BLUE FABRIC",HMLG,119.00(Unit Price),0,,,CGHX,39.6,12.05,1,XS-197
1280GY,DS,,"ACCENT CHAIR, GREY FABRIC",HMLG,119.00(Unit Price),1,,,CGHX,39.6,12.05,1,XS-197
1281BEG-2,IN,,"SETTEE LOVE SEAT, BEIGE FABRIC",HMLG,119.00(Unit Price),30,,59 06/20/2018,CGHP,41.14,12.25,1,SNEW
1281BRW-2,IN,,"SETTEE LOVE SEAT, BROWN FABRIC",HMLG,119.00(Unit Price),35,,54 06/20/2018,CGHP,41.14,12.25,1,SNEW
1281BUE-2,IN,,"SETTEE LOVE SEAT, BLUE FABRIC",HMLG,119.00(Unit Price),40,,48 06/20/2018,CGHP,41.14,12.25,1,SNEW
1281RED-2,DS,,"SETTEE LOVE SEAT, RED FABRIC",HMLG,119.00(Unit Price),0,,,CGHP,0,12.38,1,XSNEW
1281TEL-2,IN,,"SETTEE LOVE SEAT, TEAL FABRIC",HMLG,119.00(Unit Price),38,,48 06/20/2018,CGHP,41.14,12.25,1,SNEW
1282GY-1,IN,,"ACCENT CHAIR W/ HEADREST, CAST METAL LEG, GRAY P/U",HMLG,139.00(Unit Price),0,,40 05/08/2018,CPHW,45.1,10.63,1,S-197
1288-301,IN,,COCKTAIL TABLE,HMLG,154.00(Unit Price),126,,60 05/02/2018,CSCV,63.64,9.39,1,T-47
1288-305,IN,,END TABLE,HMLG,123.00(Unit Price),262,,,CSCV,45.52,6.55,1,T-47
1288-307,IN,,SOFA TABLE,HMLG,154.00(Unit Price),38,,,CSCV,59.67,7.82,1,T-47
1292-1,IN,,"ACCENT CHAIR, (WEGNER SHELL CHAIR)",HMLG,119.00(Unit Price),82,,,CJYA,29.04,6.53,1,S-196
1294BR-1,IN,,"ACCENT CHAIR, BROWN P/U",HMLG,129.00(Unit Price),61,,,CPHW,52.8,14.94,1,S-198
1294GY-1,IN,,"ACCENT CHAIR, GRAY P/U",HMLG,129.00(Unit Price),63,,,CPHW,52.8,14.94,1,S-198
1296F1S,IN,,"ACCENT CHAIR W/ KIDNEY PILLOW, CHARCOAL",HMLG,139.00(Unit Price),0,,"35 05/01/2018
45 06/06/2018",CPSY,50.6,18.11,1,S-208
1296F2S,IN,,"ACCENT CHAIR W/ KIDNEY PILLOW, TEAL",HMLG,139.00(Unit Price),0,,"38 05/01/2018
45 06/06/2018",CPSY,50.6,18.11,1,S-208
1297BU-1,IN,,"ACCENT CHAIR W/ NAILHEADS, BLUE",HMLG,115.00(Unit Price),19,,"65 05/02/2018
70 05/23/2018
90 06/27/2018",CPWL,49.28,13.84,1,S-202
1297GY-1,IN,,"ACCENT CHAIR W/ NAILHEADS, GRAY",HMLG,115.00(Unit Price),0,,"63 05/02/2018
70 05/23/2018
90 06/27/2018",CPWL,49.28,13.84,1,S-202
1303-24S,DS,TBDS,"24 SWVL STOOL, LEATHER, SET-UP    X",HMLG,65.00(Unit Price),1,,,2,19,4.53,1,
1306-29,DS,,"\BARSTOOL, SWVL W/GAS LIFT        X",HMLG,,0,,,O,18,2.8,2,
1309,DS,,(1/2) NAT SOLID WOOD PUB TABLE    X,HMLG,,0,,,SM,45,2.57,1,
1313-1,DS,,"(1/3) QN HDBD, PLTFRM, P/U",HMLG,114.88(Unit Price),0,,,VCST,52.87,9.21,1,XB-69
1313-11,DS,,TV CHEST,HMLG,215.00(Unit Price),0,,,VCST,112.2,21.4,1,XB-69
1313-2,DS,,(2/3) QUEEN FTBD & SL,HMLG,50.06(Unit Price),0,,,VCST,39.6,2.43,1,XB-69
1313-3,DS,,(3/3) QUEEN RL & ARCHED LEGS,HMLG,104.06(Unit Price),0,,,VCST,60.5,8.85,1,XB-69
1313-4,DS,,NIGHT STAND,HMLG,105.00(Promotional Price),0,,,VCST,59.4,9.83,1,XB-69
1313-5,DS,,DRESSER,HMLG,219.00(Promotional Price),0,,,VCST,139.7,28.5,1,XB-69
1313-6,DS,,MIRROR,HMLG,46.00(Unit Price),0,,,VCST,33,3.39,1,XB-69
1313-9,DS,,CHEST,HMLG,215.00(Unit Price),0,,,VCST,132,25.1,1,XB-69
1313K-1CK,DS,,"(1/3) CK HDBD, PLTFRM, P/U",HMLG,80.88(Promotional Price),0,,,VCST,61.6,10.8,1,XB-69
1313K-1EK,DS,,"(1/3) EK HDBD, PLTFRM, P/U",HMLG,80.88(Promotional Price),0,,,VCST,62.7,11.4,1,XB-69
1313K-2CK,DS,,(2/3) CK FTBD & SL,HMLG,39.06(Promotional Price),0,,,VCST,46.2,2.87,1,XB-69
1313K-2EK,DS,,(2/3) EK FTBD & SL,HMLG,39.06(Promotional Price),5,,,VCST,46.2,3.02,1,XB-69
1313K-3CK,DS,,(3/3) CK RL & ARCHED LEGS,HMLG,59.06(Promotional Price),0,,,VCST,66,9.26,1,XB-69
1313K-3EK,DS,,(3/3) EK RL & ARCHED LEGS,HMLG,59.06(Promotional Price),1,,,VCST,63.8,8.85,1,XB-69
1313KW-1CK,DS,,"(1/3) CK HDBD, WHITE PU, PLTFRM",HMLG,,0,,,VCST,61.6,10.8,1,
1313KW-2CK,DS,,(2/3) CK FTBD & SL,HMLG,,0,,,VCST,46.2,2.87,1,
1313KW-3EK,DS,,(3/3) EK RL & ARCHED LEGS,HMLG,119.06(Unit Price),0,,,VCST,63.8,8.85,1,
1313W-2,DS,,(2/3) QN FTBD & SL,HMLG,,0,,,VCST,36.3,2.43,1,
1313W-3,DS,,(3/3) QN RL & ARCHED LEGS,HMLG,,0,,,VCST,60.5,8.85,1,
1313W-4,DS,,"NIGHT STAND, WHITE",HMLG,,0,,,VCST,57.2,9.83,1,
1313W-6,DS,,"MIRROR, WHITE",HMLG,,0,,,VCST,33,3.39,1,
1313W-9,DS,,"CHEST, WHITE",HMLG,,0,,,VCST,129.8,25.1,1,
1330-102,DS,,"DINING TABLE, 2*18in LEAVES",HMLG,,0,,,VCCK,176.8,18.1,1,
1330-40,DS,,SERVER,HMLG,,0,,,VCCK,183.43,25.9,1,
1330-50,DS,,(1/2) HUTCH,HMLG,,0,,,VCCK,251.94,41,1,
1330-55,DS,,(2/2) BUFFET,HMLG,,0,,,VCCK,61.88,11.3,1,
1330A,DS,,"\ARM CHAIR, P/U",HMLG,,0,,,VCCK,32.04,3.92,2,
1330S,DS,,"\SIDE CHAIR, P/U",HMLG,,0,,,VCCK,29.83,3.92,2,
1332-13,DS,,"48"" BENCH",HMLG,65.00(Unit Price),0,,,VCCK,46.2,4.26,1,
1332-40,DS,,SERVER,HMLG,,0,,,VCCK,149.6,27.2,1,
1332-94,DS,,"TRESTLE DINING TBL, 18in LEAF",HMLG,,0,,,VCCK,226.6,20.1,1,
1332A,DS,,\ARM CHAIR,HMLG,29.00(Unit Price),0,,,VCCK,25.3,3.64,2,
1332S,DS,,\SIDE CHAIR,HMLG,,0,,,VCCK,22.55,3.64,2,
1341K-3EK,DS,,(3/3) EK RAILS & SLATS@           X,HMLG,,0,,,VCLB,42.06,2.15,1,
1342-3,DS,,(2/2) Q RL & SLATS,HMLG,,0,,,MCKS,33.21,1.76,1,
1342-4,DS,,NIGHT STAND,HMLG,39.00(Unit Price),0,,,MCKS,37.63,7.01,1,
1342-5,DS,,DRESSER,HMLG,,0,,,MCKS,97.41,23.6,1,
1342-6,DS,,MIRROR,HMLG,,0,,,MCKS,19.92,2.28,1,
1342-9,DS,,CHEST,HMLG,,0,,,MCKS,92.98,20,1,
1342F-1,DS,,"(1/2) FULL HDBD/FTBD, X PANEL",HMLG,,0,,,MCKS,57.56,9.12,1,
1342PUK-1CK,DS,TBDS,"(1/2) CK HDBD/FTBD, P/U",HMLG,124.88(Unit Price),1,,,MCKS,64.2,11.7,1,
1345-9,DS,,CHEST,HMLG,,0,,,MCKS,116.23,24.2,1,
1346-3,IN,TBDS,(3/3) QUEEN RL & SL,HMLG,25.06(Unit Price),3,,,MCCH,19.92,1.27,1,
1346F-2,IN,TBDS,"(2/3) FULL FTBD, ESPRESSO FIN",HMLG,44.06(Unit Price),1,,,MCCH,19.92,2.61,1,
1347-4,DS,,"NIGHT STAND, BLK FIN",HMLG,75.00(Unit Price),0,,,MCKS,61.6,9.2,1,
1347C-2,DS,,"(2/3) QUEEN FTBD, CHRY FIN",HMLG,26.06(Unit Price),0,,,MCKS,17.6,2.67,1,
1347C-3,DS,,"(3/3) QUEEN RL & SL, CHRY FIN",HMLG,,0,,,MCKS,31.9,1.2,1,
1347C-9,DS,,"CHEST, CHRY FIN",HMLG,129.00(Unit Price),0,,,MCKS,132,26.9,1,
1347F-1,DS,,"(1/3) FULL HDBD, BLK FIN",HMLG,,0,,,MCKS,43.83,12.6,1,
1347F-2,DS,,"(2/3) FULL FTBD, BLK FIN",HMLG,,0,,,MCKS,15.4,2.42,1,
1347K-2CK,DS,,"(2/3) CK FTBD, BLK FIN",HMLG,35.06(Unit Price),0,,,MCKS,22.8,3.17,1,
1347K-3CK,DS,,(3/3) CK RL & SL,HMLG,,0,,,MCKS,34.98,1.34,1,
1347KC-3EK,DS,,"(3/3) EK RL & SL, CHRY FIN",HMLG,15.06(Unit Price),0,,,MCKS,34.1,1.28,1,
1347PNKC-1EK,DS,,"(1/3) EK PLTFORM HDBD,CHRY FIN MEZZ",HMLG,159.88(Unit Price),0,,,MCKS,46.2,9.66,1,
1348-1,DS,,"(1/3) QUEEN HDBD, CHERRY FIN",HMLG,,0,,,VCST,35.42,6.1,1,
1348-11,DS,,"TV CHEST, CHRY FIN",HMLG,,0,,,VCST,126.19,26.4,1,
1348-15,DS,,"WRITING DESK, K/D",HMLG,,0,,,VCST,95.2,10.2,1,
1348-15C,DS,,CHAIR FOR WRITING DESK 1PC/CTN,HMLG,,0,,,VCST,13.28,2,1,
1348-3,DS,,(3/3) Q SIDE RAILS & SLATS,HMLG,29.06(Unit Price),0,,,VCST,26.56,1.74,1,
1348-4,DS,,"NIGHT STAND, CHERRY FIN",HMLG,,0,,,VCST,46.49,8.69,1,
1348-6,DS,,"MIRROR, CHERRY FIN",HMLG,,0,,,VCST,23.24,3.47,1,
1348-9,DS,,"CHEST, CHERRY FIN",HMLG,,0,,,VCST,110.7,25.7,1,
1348DC-1,DS,,"(1/3) QN HDBD, DRK CHERRY FIN.",HMLG,74.88(Unit Price),0,,,VCST,35.2,6.09,1,XXB-42
1348DC-11,DS,,TV CHEST,HMLG,229.00(Unit Price),0,,,VCST,125.4,26.4,1,XXB-42
1348DC-15,DS,,WRITING DESK,HMLG,189.00(Unit Price),0,,,VCST,94.6,10.2,1,XXY-40
1348DC-15C,DS,,"WRITING DESK CHAIR, 1PC/CTN, PU",HMLG,30.00(Unit Price),0,,,VCST,13.2,2,1,
1348DC-1HB,DS,,QUEEN / FULL HEADBOARD,HMLG,82.00(Unit Price),0,,,VCST,39.68,6.1,1,XXB-118
1348DC-2,DS,TBDS,(2/3) QN FTBD,HMLG,32.06(Unit Price),2,,,VCST,12.1,1.8,1,XXB-42
1348DC-3,DS,TBDS,(3/3) QN RL & SL,HMLG,48.06(Unit Price),0,,,VCST,26.4,1.74,1,XXB-42
1348DC-4,DS,,"NIGHT STAND, DARK CHERRY",HMLG,92.00(Unit Price),0,,,VCST,46.2,8.69,1,XXB-42
1348DC-5,DS,,DRESSER,HMLG,205.00(Unit Price),0,,,VCST,117.7,26.2,1,XXB-42
1348DC-6,DS,,MIRROR,HMLG,48.00(Unit Price),1,,,VCST,23.1,3.47,1,XXB-42
1348DC-9,DS,,CHEST,HMLG,205.00(Unit Price),0,,,VCST,110,25.7,1,XXB-42
1348F-3,DS,,(3/3) FULL SIDE RAILS & SLATS,HMLG,45.06(Unit Price),0,,,VCST,24.35,1.74,1,
1348FDC-1,DS,,"(1/3) FULL HDBD, D.CHERRY FIN.",HMLG,74.88(Unit Price),1,,,VCST,31.9,5.53,1,XXY-39
1348FDC-2,DS,TBDS,(2/3) FULL FTBD,HMLG,32.06(Unit Price),0,,,VCST,11,1.64,1,XXY-39
1348FDC-3,DS,,(3/3) FULL RL & SL,HMLG,48.06(Unit Price),1,,,VCST,24.2,1.74,1,XXY-39
1348K-3EK,DS,,(3/3) E KING RAILS & SLATS,HMLG,,0,,,VCST,30.99,1.7,1,
1348KDC-1CK,DS,,"(1/3) CK HDBD, D.CHERRY FIN.",HMLG,61.88(Promotional Price),0,,,VCST,38.5,7.56,1,XXB-42
1348KDC-1EK,DS,,"(1/3) EK HDBD, D.CHERRY FIN.",HMLG,114.88(Unit Price),1,,,VCST,41.8,7.2,1,XXB-42
1348KDC-2CK,DS,TBDS,(2/3) CK FTBD,HMLG,27.06(Promotional Price),1,,,VCST,14.3,2.24,1,XXB-42
1348KDC-2EK,DS,,(2/3) EK FTBD,HMLG,45.06(Unit Price),1,,,VCST,16.5,2.13,1,XXB-42
1348KDC-3CK,DS,TBDS,(3/3) CK RL & SL,HMLG,36.06(Promotional Price),1,,,VCST,28.6,1.74,1,XXB-42
1348KDC-3EK,DS,,(3/3) EK RL & SL,HMLG,65.06(Unit Price),0,,,VCST,30.8,1.82,1,XXB-42
1348PR-1,DS,,(1/3) TWIN CPT'S/TRD HDBD&FTBD,HMLG,104.88(Unit Price),1,,,VCST,55.35,6.86,1,XXY-42
1348PR-2,DS,,(2/3) TWIN CPT'S/TRD RL,HMLG,74.06(Unit Price),0,,,VCST,17.71,1.52,1,XXY-42
1348PRDC-1,DS,,(1/3) T.CPTN'S/TRD HB&FB&SL,HMLG,104.88(Unit Price),0,,,VCST,55,6.86,1,XXY-41
1348PRDC-2,DS,,"(2/3) T.CPTN'S/TRD RAILS,D.CHRY",HMLG,74.06(Unit Price),0,,,VCST,17.6,1.52,1,XXY-41
1348PRDC-R,DS,,"(3/3) TRUNDLE BED, K/D, D.CHRRY",HMLG,80.06(Unit Price),0,,,VCST,39.6,4.04,1,XXY-41
1348PRDC-T,DS,,"(3/3) TOY BOX, 3 DRWRS, K/D",HMLG,70.06(Promotional Price),0,,,VCST,61.6,2.77,1,XXY-41
1348PRF-1,DS,,"(1/3) FULL CPT'S/TRD HB&FB,CHRY",HMLG,79.88(Promotional Price),0,,,VCST,74.8,9.28,1,XXY-42
1348PRF-2,DS,,"(2/3) FULL CPT'S/TRD RL, CHERRY",HMLG,39.06(Promotional Price),0,,,VCST,17.6,1.52,1,XXY-42
1348PRFDC-1,DS,,(1/3) F.CPTN'S/TRD HB & FB & SL,HMLG,79.88(Promotional Price),0,,,VCST,74.8,9.28,1,XXY-41
1348PRFDC-2,DS,,"(2/3) F.CPTN'S/TRD RAILS,D.CHRY",HMLG,39.06(Promotional Price),0,,,VCST,17.6,1.52,1,XXY-41
1348PR-R,DS,TBDS,"(3/3) TWIN TRUNDLE UNIT, K/D",HMLG,70.06(Promotional Price),0,,,VCST,39.85,4.04,1,XXY-42
1348PR-T,DS,,"(3/3) TOY BOX, K/D (3-DRAWER)",HMLG,90.06(Unit Price),0,,,VCST,61.99,2.77,1,XXY-42
1348T-2,DS,,"(2/3) TWIN FTBD, CHRY FIN",HMLG,21.06(Unit Price),0,,,VCST,9.96,1.38,1,
1348T-3,DS,,(3/3) TWIN RL & SL,HMLG,27.06(Unit Price),0,,,VCST,24.35,1.73,1,
1348TDC-1,DS,,"(1/3) TWIN HDBD, D.CHERRY FIN.",HMLG,64.88(Unit Price),1,,,VCST,28.6,4.49,1,XXY-39
1348TDC-1HB,DS,,TWIN HEADBOARD,HMLG,72.00(Unit Price),0,,,VCST,28.6,4.11,1,XXB-118
1348TDC-2,DS,,(2/3) TWIN FTBD,HMLG,32.06(Unit Price),0,,,VCST,9.9,1.38,1,XXY-39
1348TDC-3,DS,,(3/3) TWIN RL & SL,HMLG,48.06(Unit Price),0,,,VCST,24.2,1.73,1,XXY-39
1349-1,IN,,"(1/3) QUEEN HDBD, WARM CHERRY",HMLG,89.88(Unit Price),38,,33 05/18/2018,VCST,59.4,7.64,1,B-77
1349-1HB,DS,,QUEEN / FULL HEADBOARD,HMLG,103.00(Unit Price),0,,,VCST,57.2,7.48,1,XXB-118
1349-2,IN,,(2/3) QUEEN FTBD,HMLG,69.06(Unit Price),46,,28 05/18/2018,VCST,42.9,6.5,1,B-77
1349-3,IN,,(3/3) Q SIDE RAILS & SLATS,HMLG,40.06(Unit Price),46,,28 05/18/2018,VCST,29.7,2.02,1,B-77
1349-4,IN,,NIGHT STAND,HMLG,103.00(Unit Price),35,,135 05/18/2018,VCST,47.3,9.36,1,B-77
1349-5,IN,,DRESSER,HMLG,239.00(Unit Price),32,,45 05/18/2018,VCST,117.7,30.7,1,B-77
1349-6,IN,,MIRROR,HMLG,49.00(Unit Price),8,,30 05/18/2018,VCST,29.7,3.04,1,B-77
1349-9,IN,,CHEST,HMLG,185.00(Unit Price),0,,43 05/18/2018,VCST,95.7,24.8,1,B-77
1349F-1,IN,,(1/3) FULL HDBD,HMLG,89.88(Unit Price),20,,,VCST,51.48,6.83,1,Y-12
1349F-2,IN,,(2/3) FULL FTBD,HMLG,69.06(Unit Price),24,,,VCST,39.16,5.78,1,Y-12
1349F-3,IN,,(3/3) FULL SIDE RAILS & SLATS,HMLG,40.06(Unit Price),21,,,VCST,26.84,2.02,1,Y-12
1349K-1CK,IN,,(1/3) CAL KING HDBD,HMLG,124.88(Unit Price),1,,,VCST,38.5,8.74,1,B-77
1349K-1EK,IN,,(1/3) E KING HDBD,HMLG,124.88(Unit Price),2,,19 05/18/2018,VCST,67.1,9.18,1,B-77
1349K-2CK,IN,,(2/3) CAL KING FTBD,HMLG,105.06(Unit Price),1,,,VCST,14.3,7.4,1,B-77
1349K-2EK,IN,,(2/3) E KING FTBD,HMLG,105.06(Unit Price),0,,21 05/18/2018,VCST,52.8,7.77,1,B-77
1349K-3CK,IN,,(3/3) CAL KING RAILS & SLATS,HMLG,55.06(Unit Price),1,,,VCST,32.1,2.12,1,B-77
1349K-3EK,IN,,(3/3) E KING RAILS & SLATS,HMLG,55.06(Unit Price),1,,20 05/18/2018,VCST,20.9,2.02,1,B-77
1349T-1,IN,,"(1/3) TWIN HDBD, WARM CHRRY",HMLG,79.88(Unit Price),54,,,VCST,39.85,4.79,1,Y-12
1349T-1HB,DS,,TWIN HEADBOARD,HMLG,69.00(Promotional Price),0,,,VCST,39.6,4.63,1,XXB-118
1349T-2,IN,,(2/3) TWIN FTBD,HMLG,59.06(Unit Price),55,,,VCST,30.99,4.41,1,Y-12
1349T-3,IN,,(3/3) TWIN RL & SL,HMLG,40.06(Unit Price),55,,,VCST,24.35,1.91,1,Y-12
134HK-1,DS,,T METAL HDBD & FTBD,HMLG,15.00(Unit Price),0,,,CGAW,34.31,6.28,1,
1353-2,DS,,(2/3) QUEEN FTBD,HMLG,,1,,,VCST,12.17,1.8,1,
1353-3,DS,,(3/3) QUEEN RL&SL,HMLG,,0,,,VCST,26.56,1.74,1,
1353-4,DS,,NIGHT STAND,HMLG,,0,,,VCST,46.49,8.69,1,
1353-5,DS,,DRESSER,HMLG,,0,,,VCST,118.44,26.2,1,
1353-6,DS,,MIRROR,HMLG,,0,,,VCST,23.24,3.47,1,
1353-9,DS,,CHEST,HMLG,159.00(Unit Price),1,,,VCST,110.7,25.7,1,
1353F-1,DS,,(1/3) FULL HDBD,HMLG,,0,,,VCST,22.14,5.53,1,
1353F-2,DS,,(2/3) FULL FTBD,HMLG,,0,,,VCST,9.96,1.64,1,
1353F-3,DS,,(3/3) FULL RL&SL,HMLG,,0,,,VCST,24.35,1.73,1,
1353K-1EK,DS,,(1/3) EK HDBD,HMLG,46.88(Unit Price),2,,,VCST,42.06,7.57,1,
1353K-2EK,DS,,(2/3) EK FTBD,HMLG,19.06(Unit Price),2,,,VCST,16.6,2.24,1,
1353K-3CK,DS,,(3/3) CK RL&SL,HMLG,,0,,,VCST,28.78,1.82,1,
1353K-3EK,DS,,(3/3) EK RL&SL,HMLG,,0,,,VCST,30.99,1.74,1,
1353T-1,DS,,(1/3) TWIN HDBD,HMLG,,0,,,VCST,28.78,4.49,1,
1353T-2,DS,,(2/3) TWIN FTBD,HMLG,,0,,,VCST,9.96,1.38,1,
1353T-3,DS,,(3/3) TWIN RL&SL,HMLG,,0,,,VCST,24.35,1.73,1,
1354-1,DS,,"(1/3) QUEEN HDBD, PINE>!          X",HMLG,20.00(Unit Price),0,,,V,57.2,19.2,1,
1355S,DS,,"\SIDE CHAIR, BLK SAND THRU        X",HMLG,,0,,,MM,46,3,2,
1356,DS,,(1/2) DINING TABLE TOP            X,HMLG,,0,,,O,0,16.4,1,
1356BK-1,DS,,"(1/3) QUEEN HDBD, BLACK FIN.",HMLG,79.88(Unit Price),0,,,VCST,39.6,4.88,1,XB-103
1356BK-15,DS,,WRITING DESK,HMLG,175.00(Unit Price),0,,,VCST,125.4,9.53,1,XY-17
1356BK-1HB,DS,,QUEEN / FULL HEADBOARD,HMLG,92.00(Unit Price),0,,,VCST,42.9,4.88,1,XXB-118
1356BK-2,DS,,"(2/3) QUEEN FTBD, BLACK FIN.",HMLG,50.06(Unit Price),2,,,VCST,15.4,2.57,1,XB-103
1356BK-3,DS,,"(3/3) QUEEN RL & SL, BLACK FIN.",HMLG,39.06(Unit Price),0,,,VCST,31.9,1.43,1,XB-103
1356BK-4,IN,,"NIGHT STAND, BLACK",HMLG,72.00(Unit Price),27,,,VCST,39.6,7.13,1,XB-103
1356BK-5,IN,,DRESSER,HMLG,195.00(Unit Price),27,,,VCST,105.16,24.6,1,XB-103
1356BK-6,IN,,MIRROR,HMLG,57.00(Unit Price),18,,,VCST,31.9,4.11,1,XB-103
1356BK-9,IN,,CHEST,HMLG,170.00(Unit Price),60,,,VCST,91.3,21.4,1,XB-103
1356C-1,DS,,"(1/3) QUEEN HDBD, CHERRY",HMLG,79.88(Unit Price),0,,,VCST,39.6,4.88,1,XB-104
1356C-2,DS,,(2/3) QUEEN FTBD,HMLG,50.06(Unit Price),0,,,VCST,15.4,2.57,1,XB-104
1356C-3,DS,,(3/3) QUEEN RL & SL,HMLG,39.06(Unit Price),1,,,VCST,31.9,1.43,1,XB-104
1356C-4,DS,TBDS,"NIGHT STAND, CHERRY",HMLG,49.00(Promotional Price),0,,,VCST,37.4,7.13,1,XB-104
1356C-5,DS,TBDS,DRESSER,HMLG,139.00(Promotional Price),0,,,VCST,105.16,24.6,1,XB-104
1356C-6,IN,TBDS,"MIRROR-DEFECTIVE WITH FOAM IMPRINT, SELL AS IS",HMLG,5.00(Promotional Price),22,,,VCST,31.9,4.11,1,XB-104
1356C-9,DS,TBDS,CHEST,HMLG,129.00(Promotional Price),0,,,VCST,91.3,21.4,1,XB-104
1356FBK-1,IN,,"(1/3) FULL HDBD, BLACK FIN.",HMLG,79.88(Unit Price),40,,,VCST,35.2,4.69,1,XY-17
1356FBK-2,IN,,"(2/3) FULL FTBD, BLACK FIN.",HMLG,50.06(Unit Price),39,,,VCST,13.86,2.35,1,XY-17
1356FBK-3,IN,,"(3/3) FULL RL & SL, BLACK FIN.",HMLG,39.06(Unit Price),37,,,VCST,29.92,1.34,1,XY-17
1356FC-1,DS,,"(1/3) FULL HDBD, CHERRY",HMLG,55.88(Promotional Price),0,,,VCST,35.2,4.69,1,XY-14
1356FC-2,DS,,(2/3) FULL FTBD,HMLG,40.06(Promotional Price),4,,,VCST,13.86,4.69,1,XY-14
1356FC-3,DS,,(3/3) FULL RL & SL,HMLG,29.06(Promotional Price),4,,,VCST,29.92,1.34,1,XY-14
1356FPRBK-1,DS,TBDS,"(1/4) FULL CAPTAIN'S HDBD, BLK",HMLG,84.88(Unit Price),0,,,VCST,36.3,4.69,1,XY-16
1356FPRBK-2,DS,TBDS,"(2/4) FULL CPTN'S FTBD & SL,BLK",HMLG,85.04(Unit Price),0,,,VCST,48.4,4.57,1,XY-16
