Location,Customer ID,Customer Name,Contact Type,Catalog Type,Ship To ID,Ship To Name,Sales Order,Salesman,Model,Model Description,Status,Sub Status,Invoice,Invoice Date,Price Name,Channel,State,Country,Order Qty,Order Price,Shipped Qty,Shipped Price,Shipped CBF
"HOMELEGANCE TX, INC.",IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,Customer-Local;,,IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,S19321,SRDAS,1916BK-6,"MIRROR, LED LIGHT, BLACK",Closed,,HE19206,09/04/2018,Unit Price,,TX,US United States,1,116.00,1,116.00,3.161
"HOMELEGANCE TX, INC.",IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,Customer-Local;,,IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,S19296,SRDAS,8469-3,SOFA,Closed,,HE19315,09/06/2018,Unit Price,,TX,US United States,1,419.00,1,419.00,54.770
"HOMELEGANCE TX, INC.",IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,Customer-Local;,,IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,S18830,SRDAS,5599S,SIDE CHAIR,Closed,,HE19392,09/10/2018,Unit Price,,TX,US United States,4,120.00,4,120.00,10.000
"HOMELEGANCE TX, INC.",IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,Customer-Local;,,IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,S18830,SRDAS,1916-1,"(1/3) QN HB, GRY PU&LED&MIROR",Closed,,HE19392,09/10/2018,Unit Price,,TX,US United States,1,201.00,1,201.00,6.512
"HOMELEGANCE TX, INC.",IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,Customer-Local;,,IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,S18830,SRDAS,1916-2,"(2/3) QN FB, CROC EMBOS&MIROR",Closed,,HE19392,09/10/2018,Unit Price,,TX,US United States,1,81.00,1,81.00,3.118
"HOMELEGANCE TX, INC.",IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,Customer-Local;,,IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,S18830,SRDAS,1916-3,(3/3) QN RL & SL,Closed,,HE19392,09/10/2018,Unit Price,,TX,US United States,1,27.00,1,27.00,1.187
"HOMELEGANCE TX, INC.",IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,Customer-Local;,,IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,S18830,SRDAS,2220-1,"(1/2) QN UPH PLFM HB&FB, BK PVC",Closed,,HE19392,09/10/2018,Promotion Price,,TX,US United States,1,58.00,1,58.00,6.850
"HOMELEGANCE TX, INC.",IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,Customer-Local;,,IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,S18830,SRDAS,2220-3,(2/2) QN UPH RL & SL           C5,Closed,,HE19392,09/10/2018,Promotion Price,,TX,US United States,1,37.00,1,37.00,3.110
"HOMELEGANCE TX, INC.",IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,Customer-Local;,,IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,S19917,SRDAS,8245GY-2,LOVE SEAT,Closed,,HE19945,09/26/2018,Unit Price,,TX,US United States,1,229.00,1,229.00,23.550
"HOMELEGANCE TX, INC.",IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,Customer-Local;,,IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,S19917,SRDAS,2220T-1,"(1/2) TW UPH PLFM HB&FB, BK PVC",Closed,,HE19945,09/26/2018,Unit Price,,TX,US United States,1,57.00,1,57.00,4.380
"HOMELEGANCE TX, INC.",IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,Customer-Local;,,IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,S19917,SRDAS,2220T-3,(2/2) TWIN UPH RL & SL         C5,Closed,,HE19945,09/26/2018,Unit Price,,TX,US United States,1,38.00,1,38.00,2.270
"HOMELEGANCE TX, INC.",IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,Customer-Local;,,IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,S20043,SRDAS,1881PU-1,"(1/2) QN PLFM HB, D.BRW P/U",Closed,,HE20024,09/28/2018,Unit Price,,TX,US United States,1,43.00,1,43.00,5.400
"HOMELEGANCE TX, INC.",IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,Customer-Local;,,IDESF,IDEAL SOLID FURNITURE/FURNITURE RETAIL INVESTMENT,S20043,SRDAS,1881PU-3,(2/2) QN FB & RL & SL,Closed,,HE20024,09/28/2018,Unit Price,,TX,US United States,1,56.00,1,56.00,3.830
"HOMELEGANCE TX, INC.",JCUNF,J.C. Unique Furniture,Customer-Local;,,JCUNF,J.C. Unique Furniture,S19300,SRDAS,1715-BH,BENCH W/BACK,Closed,,HE19580,09/14/2018,Unit Price,,TX,US United States,1,165.00,1,165.00,17.569
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19355,SRDAS,8202CH-2,"LOVE SEAT, 2 PILLOWS",Closed,,HE19257,09/05/2018,Promotion Price,,TX,US United States,1,134.00,1,134.00,15.710
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19355,SRDAS,8202CH-3,"SOFA, 2 PILLOWS, CHOCOLATE 100% POLYESTER",Closed,,HE19257,09/05/2018,Promotion Price,,TX,US United States,1,155.00,1,155.00,19.080
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S18655,SRDAS,1193F1S,"ACCENT CHAIR, KHAKIS SOLID, 3A",Closed,,HE19479,09/12/2018,Unit Price,,TX,US United States,2,290.00,2,290.00,24.080
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S18655,SRDAS,8219-2,LOVE SEAT,Closed,,HE19479,09/12/2018,Unit Price,,TX,US United States,1,170.00,1,170.00,26.833
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S18655,SRDAS,8219-3,SOFA,Closed,,HE19479,09/12/2018,Promotion Price,,TX,US United States,1,195.00,1,195.00,32.913
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S18655,SRDAS,8219-30,(1/2) COCKTAIL TABLE BASE,Closed,,HE19479,09/12/2018,Promotion Price,,TX,US United States,1,46.00,1,46.00,6.126
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S18655,SRDAS,8219-30G,"(2/2) GLASS TOP OF COCKTAIL TABLE, TEMPERED",Closed,,HE19479,09/12/2018,Promotion Price,,TX,US United States,1,29.00,1,29.00,1.278
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19836,SRDAS,2544-64,"DINING TABLE, FAUX MARBLE",Closed,,HE19787,09/20/2018,Unit Price,,TX,US United States,1,131.00,1,131.00,11.018
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19836,SRDAS,2544-13,"49"" BENCH",Closed,,HE19787,09/20/2018,Unit Price,,TX,US United States,2,118.00,2,118.00,8.857
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19841,SRDAS,1955-1,(1/2) QN HB & FB & SLATS,Closed,,HE19788,09/20/2018,Unit Price,,TX,US United States,1,93.00,1,93.00,4.650
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19841,SRDAS,1955-3,(2/2) EK/QN RAILS,Closed,,HE19788,09/20/2018,Unit Price,,TX,US United States,1,26.00,1,26.00,1.640
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19841,SRDAS,1955-4,NIGHT STAND,Closed,,HE19788,09/20/2018,Unit Price,,TX,US United States,1,64.00,1,64.00,5.950
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19841,SRDAS,1955-5,DRESSER,Closed,,HE19788,09/20/2018,Unit Price,,TX,US United States,1,182.00,1,182.00,23.080
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19841,SRDAS,1955-6,MIRROR,Closed,,HE19788,09/20/2018,Unit Price,,TX,US United States,1,34.00,1,34.00,2.080
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19914,SRDAS,1955-1,(1/2) QN HB & FB & SLATS,Closed,,HE19872,09/24/2018,Unit Price,,TX,US United States,1,93.00,1,93.00,4.650
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19914,SRDAS,1955-3,(2/2) EK/QN RAILS,Closed,,HE19872,09/24/2018,Unit Price,,TX,US United States,1,26.00,1,26.00,1.640
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19914,SRDAS,1955-4,NIGHT STAND,Closed,,HE19872,09/24/2018,Unit Price,,TX,US United States,1,64.00,1,64.00,5.950
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19914,SRDAS,1955-5,DRESSER,Closed,,HE19872,09/24/2018,Unit Price,,TX,US United States,1,182.00,1,182.00,23.080
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19914,SRDAS,1955-6,MIRROR,Closed,,HE19872,09/24/2018,Unit Price,,TX,US United States,1,34.00,1,34.00,2.080
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S19914,SRDAS,5560-05,"SOFA TABLE, MARBLE TOP",Closed,,HE19872,09/24/2018,Unit Price,,TX,US United States,1,245.00,1,245.00,7.880
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S20031,SRDAS,1148WHT,AIRLIFT SWIVEL STOOL,Closed,,HE19996,09/27/2018,Unit Price,,TX,US United States,2,70.00,2,70.00,3.980
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S20031,SRDAS,3608-01,"RD COFFEE TBL W/CARRERA PAPER TOP, GOLD FIN",Closed,,HE19996,09/27/2018,Unit Price,,TX,US United States,1,119.00,1,119.00,15.909
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S20031,SRDAS,3608-04,"RD END TBL W/ CARRERA PAPER TOP, GOLD FIN",Closed,,HE19996,09/27/2018,Unit Price,,TX,US United States,1,89.00,1,89.00,10.926
"HOMELEGANCE TX, INC.",KASMA,KASSA MALL,Customer-Local;,,KASMA,KASSA MALL,S20031,SRDAS,8200BRW-1,GLIDER RCLNR CHR,Closed,,HE19996,09/27/2018,Unit Price,,TX,US United States,1,325.00,1,325.00,23.260
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19357,SRDAS,1178BLK,AIRLIFT SWIVEL STOOL,Closed,,HE19254,09/05/2018,Unit Price,,TX,US United States,4,220.00,4,220.00,9.720
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19328,SRDAS,2147K-1,"(1/2) EK/CK HB&FB, L.PHILI,CHRY",Closed,,HE19255,09/05/2018,Promotion Price,,TX,US United States,1,132.00,1,132.00,7.896
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19328,SRDAS,2147K-3EK,"(2/2) EK RL & SL, BRW CHERRY",Closed,,HE19255,09/05/2018,Promotion Price,,TX,US United States,1,37.00,1,37.00,1.116
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19328,SRDAS,2147F-1,"(1/2) FL HB&FB, L.PHILI,BR CHRY",Closed,,HE19255,09/05/2018,Promotion Price,,TX,US United States,1,85.00,1,85.00,5.841
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19328,SRDAS,2147F-3,"(2/2) FULL RL & SL, BRW CHERRY",Closed,,HE19255,09/05/2018,Promotion Price,,TX,US United States,1,24.00,1,24.00,1.042
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19328,SRDAS,B2013TFDC-1,(1/3) T/F UPPER/LOWER HB&FB,Closed,,HE19255,09/05/2018,Unit Price,,TX,US United States,1,106.00,1,106.00,7.951
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19328,SRDAS,B2013TFDC-2,"(2/3) T/F SR/GR/LD, DRK CHERRY",Closed,,HE19255,09/05/2018,Unit Price,,TX,US United States,1,86.00,1,86.00,4.426
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19328,SRDAS,B2013TFDC-SL,"(3/3) TWIN & FULL SLATS, 2 SETS",Closed,,HE19255,09/05/2018,Unit Price,,TX,US United States,1,27.00,1,27.00,2.117
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19328,SRDAS,2020FBK-1,"FULL METAL PLATFORM BED, BLACK & BROWN",Closed,,HE19255,09/05/2018,Promotion Price,,TX,US United States,1,59.00,1,59.00,3.712
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,1936F-1,"(1/2) FULL HB & FB & SL, PAPER",Closed,,HE19380,09/10/2018,Promotion Price,,TX,US United States,1,97.00,1,97.00,6.826
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,1936T-3,(2/2) FULL/TWIN RL,Closed,,HE19380,09/10/2018,Promotion Price,,TX,US United States,1,22.00,1,22.00,1.007
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,1936-4,"NIGHT STAND, PAPER VNR",Closed,,HE19380,09/10/2018,Promotion Price,,TX,US United States,1,60.00,1,60.00,6.222
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,1936-9,CHEST,Closed,,HE19380,09/10/2018,Promotion Price,,TX,US United States,1,120.00,1,120.00,17.813
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,2145K-1,"(1/3) EK/CK HDBD, PVC, ESPRSO",Closed,,HE19380,09/10/2018,Unit Price,,TX,US United States,1,93.00,1,93.00,4.319
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,2145K-2,(2/3) EK/CK FTBD,Closed,,HE19380,09/10/2018,Unit Price,,TX,US United States,1,33.00,1,33.00,2.126
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,2145K-3EK,(3/3) EK RL & SL,Closed,,HE19380,09/10/2018,Unit Price,,TX,US United States,1,53.00,1,53.00,1.324
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,2145-4,NIGHT STAND,Closed,,HE19380,09/10/2018,Unit Price,,TX,US United States,1,54.00,1,54.00,7.903
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,2145-5,DRESSER,Closed,,HE19380,09/10/2018,Unit Price,,TX,US United States,1,140.00,1,140.00,25.660
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,2145-6,MIRROR,Closed,,HE19380,09/10/2018,Unit Price,,TX,US United States,1,35.00,1,35.00,2.387
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,1881FPU-1,"(1/2) FL PLFM HB, D.BRW P/U",Closed,,HE19380,09/10/2018,Unit Price,,TX,US United States,1,43.00,1,43.00,4.910
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,1881FPU-3,(2/2) FL FB & RL & SL,Closed,,HE19380,09/10/2018,Unit Price,,TX,US United States,1,56.00,1,56.00,3.560
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,1881PU-1,"(1/2) QN PLFM HB, D.BRW P/U",Closed,,HE19380,09/10/2018,Unit Price,,TX,US United States,2,86.00,2,86.00,10.800
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,1881PU-3,(2/2) QN FB & RL & SL,Closed,,HE19380,09/10/2018,Unit Price,,TX,US United States,2,112.00,2,112.00,7.660
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,2039FW-1,"(1/3) FULL HDBD, WHITE FIN.",Closed,,HE19380,09/10/2018,Unit Price,,TX,US United States,1,83.00,1,83.00,6.691
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,2039FW-2,(2/3) FULL FTBD,Closed,,HE19380,09/10/2018,Unit Price,,TX,US United States,1,71.00,1,71.00,5.182
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19405,SRDAS,2039FW-3,(3/3) FULL RL & SL,Closed,,HE19380,09/10/2018,Unit Price,,TX,US United States,1,45.00,1,45.00,1.667
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19003,SRDAS,1133-29S,SWIVEL PUB CHAIR,Closed,,HE19527,09/13/2018,Unit Price,,TX,US United States,1,69.00,1,69.00,2.948
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19003,SRDAS,8326BRW-1,"RCLNR CHR, BROWN TOP GRAIN LTHR MTCH PVC",Closed,,HE19527,09/13/2018,Unit Price,,TX,US United States,1,299.00,1,299.00,17.230
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19003,SRDAS,8326BRW-2,D. RCLNR LOVE SEAT,Closed,,HE19527,09/13/2018,Unit Price,,TX,US United States,1,419.00,1,419.00,25.990
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19003,SRDAS,8326BRW-3,D. RCLNR SOFA,Closed,,HE19527,09/13/2018,Unit Price,,TX,US United States,1,439.00,1,439.00,35.560
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19003,SRDAS,5538BK,"(1/2) METAL TABLE LEGS, BLACK",Closed,,HE19527,09/13/2018,Promotion Price,,TX,US United States,1,14.00,1,14.00,0.816
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19003,SRDAS,5538BKG,"(2/2) DINING TABLE TOP, BLACK GLASS",Closed,,HE19527,09/13/2018,Promotion Price,,TX,US United States,1,31.00,1,31.00,2.246
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19003,SRDAS,5538BKS,"SIDE CHAIR, BLACK P/U",Closed,,HE19527,09/13/2018,Promotion Price,,TX,US United States,4,64.00,4,64.00,6.392
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19003,SRDAS,2544-64,"DINING TABLE, FAUX MARBLE",Closed,,HE19527,09/13/2018,Promotion Price,,TX,US United States,1,99.00,1,99.00,11.018
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19003,SRDAS,2544S,SIDE CHAIR,Closed,,HE19527,09/13/2018,Promotion Price,,TX,US United States,4,140.00,4,140.00,11.880
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19003,SRDAS,9700BRW-2,"DOUBLE RECLINING LOVE SEAT, BROWN BONDED LEATHER MATCH",Closed,,HE19527,09/13/2018,Promotion Price,,TX,US United States,1,269.00,1,269.00,26.510
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19003,SRDAS,9700BRW-3,"DOUBLE RECLINING SOFA, BROWN BONDED LEATHER MATCH",Closed,,HE19527,09/13/2018,Promotion Price,,TX,US United States,1,290.00,1,290.00,36.230
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19689,SRDAS,B2013TFDC-1,(1/3) T/F UPPER/LOWER HB&FB,Closed,,HE19614,09/17/2018,Unit Price,,TX,US United States,1,106.00,1,106.00,7.951
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19689,SRDAS,B2013TFDC-2,"(2/3) T/F SR/GR/LD, DRK CHERRY",Closed,,HE19614,09/17/2018,Unit Price,,TX,US United States,1,86.00,1,86.00,4.426
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19689,SRDAS,B2013TFDC-SL,"(3/3) TWIN & FULL SLATS, 2 SETS",Closed,,HE19614,09/17/2018,Unit Price,,TX,US United States,1,27.00,1,27.00,2.117
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19689,SRDAS,5538BK,"(1/2) METAL TABLE LEGS, BLACK",Closed,,HE19614,09/17/2018,Unit Price,,TX,US United States,2,28.00,2,28.00,1.632
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19689,SRDAS,5538BKG,"(2/2) DINING TABLE TOP, BLACK GLASS",Closed,,HE19614,09/17/2018,Unit Price,,TX,US United States,2,62.00,2,62.00,4.492
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19689,SRDAS,5538BKS,"SIDE CHAIR, BLACK P/U",Closed,,HE19614,09/17/2018,Unit Price,,TX,US United States,8,128.00,8,128.00,12.784
"HOMELEGANCE TX, INC.",KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,Customer-Local;,,KFURN,K. FURNITURE (FABRIC WORLD)- CHK B4 LEAVING,S19689,SRDAS,5532-36,"(1/2) CNTR HGHT TABLE, GLASS TOP",Closed,,HE19614,09/17/2018,Unit Price,,TX,US United States,1,46.00,1,46.00,3.683
